PID,participant_age,adol_wb_sum,MTES_SocialMediaUse_TimeOnApp.sum.z,MTES_PhoneChecking.mean.z,MTES_PublicUpdates.mean.z,mtes_total_zscores,sas_zscore,rpi_score,rpi_zscore,yrbs_z_score_2000_3000,yrbs_z_score_1000,positiveriskfreq_mean,negativerisk_ever_mean,positiverisk_ever_mean,negativeriskfreq_mean,zuckerman.mean,bas.sum,shs_bed_school,shs_bed_school_reason,shs_bed_school_other,shs_latency_school,shs_wake_school,shs_wake_school_reason,shs_wake_school_other,shs_home_leave,shs_school_transport,shs_bed_weekend,shs_bed_weekend_reason,shs_bed_weekend_other,shs_latency_weekend,shs_wake_weekend,shs_wake_weekend_reason,shs_wake_weekend_other,shs_wake_night,shs_sleepy_day,shs_nap_school,shs_nap_weekend,shs_sleep_needed_hours,shs_sleep_needed_minutess,shs_sleep_amount,shs_sleep_opinion,shs_sleep_school_enough,shs_sleep_weekend_enough,shs_sleep_class,shs_sleep_computer,shs_sleep_study,shs_sleep_test,shs_sleep_travel,shs_sleep_perform,shs_sleep_tvmusic,shs_sleep_game,shs_sleep_car,shs_sleep_convo,shs_caffeine,shs_coffeetea,shs_alcohol,shs_drugs,shs_overslept,shs_mornclass,shs_noonclass,shs_wokeup,shs_3am,shs_noon,shs_draggedout,shs_multiple,shs_insomnia,shs_nightmare,shs_stayawake,shs_dangerous,shs_goodsleep,shs_overslept_bothered,shs_too_tired,shs_stayasleep,shs_sad,shs_hopeless,shs_nervous,shs_worrying,shs_school_start,shs_test,shs_energy,shs_body,shs_job,shs_job_when___1,shs_job_when___2,shs_job_when___3,shs_job_when___4,shs_job_hours_school,shs_job_hours_weekend,shs_job_sleep,shs_job_no_bed,shs_job_no_wake,shs_study,shs_study_when___1,shs_study_when___2,shs_study_when___3,shs_study_when___4,shs_study_school,shs_study_weekend,shs_study_sleep,shs_study_no_bed,shs_study_no_wake,shs_sports,shs_sports_when___1,shs_sports_when___2,shs_sports_when___3,shs_sports_when___4,shs_sports_school,shs_sports_weekend,shs_sports_sleep,shs_sports_no_bed,shs_sports_no_wake,shs_orgactivity,shs_orgactivity_when,shs_orgactivity_school,shs_orgactivity_weekend,shs_orgactivity_sleep,shs_orgactivity_no_bed,shs_orgactivity_no_wake,shs_grades,shs_car,shs_accident,shs_disabilities,shs_healthquality,shs_medication,shs_stayhome_sick,shs_stayhome_other,shs_tv,shs_computer,shs_phone,shs_race___1,shs_race___2,shs_race___3,shs_race___4,shs_race___5,shs_race___6,shs_race___7,shs_race_other,birth_sex,participant_age,Flanker_Z,OBJ_AvgPickups_Z,OBJ_AvgNotifs_Z,OBJ_Usage.DailyHourlyAverage.Z,SSM,overall_dprime,texi_z_score,Bar_z,DD_Indiff_Avg,ema_mood_during_use,ema_mood_use_assosciation,ema_negative_exposure,ema_avg_use,obj
3070,18,18,0.39831415,-0.089344347,1.401978012,0.570315938,-0.1313469,3,1.091479191,0.921822845,NA,1.714285714,0.571428571,0.857142857,1,0.833333333,18,11:30,2,,3,6:30,2,,7:00,3,13:00,2,,2,7:30,5,,3,1,0,0,8,30,3,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,3,0,3,0,2,0,2,0,1,3,3,1,0,3,6,2,2,4,1,1,1,1,0,40,0,0,3,2,1,0,0,0,1,0,3,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,N/A,2,18,0.018057964,-0.080586227,0.068814823,0.069688341,0.473577246,2.779973706,0.966524481,-0.914329207,912.8333333,3.57142857,-0.6706792,0.28,16.1428571,7.316666667
3072,19,15,-0.00282857,-0.900801239,0.433885861,-0.156581316,-1.017573626,2.461538462,-0.284107805,-0.983341739,NA,1.071428571,0.285714286,0.714285714,0.428571429,0.166666667,24,22:00,3,,1,6:00,5,,7:30,2,0:00,2,,1,8:00,5,,1,0,1,2,4,0,2,1,4,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,3,0,2,0,0,0,6,3,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,3,2,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,n/a,2,19,-0.310540969,-0.636766135,-0.546638658,-0.568034838,-1.715116975,1.456609891,-0.159838104,0.927485023,806.5,,,,,5
3073,20,8,-0.10311425,0.924976769,-0.856903675,-0.011680386,-0.384554536,2.461538462,-0.284107805,0.726198192,NA,1.142857143,0.285714286,0.714285714,0.714285714,0.166666667,32,22:45,2,,3,7:30,2,,8:45,1,23:59,2,,3,10:00,5,,1,1,2,2,8,20,2,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,1,3,5,2,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,10,4,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,No,1,20,0.544349646,-0.217191818,-0.766986201,-1.113999287,-1.574067789,2.436160161,-0.679697759,1.157711802,328.5,4.16666667,-0.8067156,0.24,29,3.016666667
3074,18,8,-0.403971291,-0.089344347,-1.179601059,-0.557638899,-0.637762172,2.307692308,-0.67713266,-0.572935096,NA,1.5,0.428571429,0.857142857,0.428571429,0.5,24,23:30,7,I must wake up at a certain time ,3,10:00,2,,10:45,1,2:00,2,,3,11:00,5,,1,1,0,0,8,30,3,2,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,1,0,0,3,3,4,4,3,2,3,3,6,3,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,15,6,0,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,4,3,3,0,3,3,2,0,NA,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,European/American,2,18,-0.299213388,NA,NA,0.120155643,-1.077069505,2.275498415,-0.073194828,1.387938581,583.5,,,,,7.5
3075,20,2,-0.403971291,0.519248322,-0.211508907,-0.032077292,-0.004743083,2.615384615,0.108917051,-0.572887005,NA,1.214285714,0,1,0,0.5,18,0:00,2,,1,8:30,2,,9:00,1,1:00,4,,1,10:00,2,,1,1,1,1,8,0,2,1,3,4,1,1,3,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,2,0,3,0,0,1,0,0,0,0,5,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,2,5,1,3,3,1,1,1,0,1,5,2,0,3,3,0,NA,NA,NA,NA,NA,NA,1,1,0,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,Chinese,1,20,-0.702524428,0.612199273,2.287486632,-0.687321188,-0.737187263,2.377430426,-1.199557413,0.927485023,459.3333333,3.34285714,0.24613694,0.2,26,4.566666667
3076,20,7,-0.00282857,0.316384099,-0.211508907,0.034015541,-0.637762172,2.692307692,0.305429479,-0.363293531,NA,1.142857143,0.428571429,0.928571429,0.571428571,0.5,25,23:00,2,,1,7:00,2,,8:45,1,0:00,4,,1,10:00,5,,1,1,1,0,8,0,2,1,3,3,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1,1,5,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,10,4,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,3,0,0,1,3,2,1,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,n/a,1,20,-0.395088948,0.329230548,0.190385881,-0.311110392,-0.971689893,2.255071885,-1.372843965,1.387938581,732.3333333,,,,,5.933333333
3077,20,8,1.00002823,0.519248322,1.079280628,0.866185727,-0.637762172,2.615384615,0.108917051,-0.861116845,NA,0.857142857,0,0.714285714,0,0,33,0:00,2,,2,8:00,2,,9:15,1,1:30,5,,2,11:00,2,,0,1,2,1,8,30,3,1,1,4,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0,1,1,1,1,5,2,2,4,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,3,0,0,0,1,1,1,1,0,0,0,0,0,0,N/A,2,20,0.381622409,-0.178161649,-0.432665791,-0.256055153,-0.087569865,1.992500647,-0.073194828,0.927485023,729.6666667,3.55518419,-0.0289886,0.48,17,6.133333333
3078,19,10,-0.00282857,0.519248322,-0.211508907,0.101636948,-0.1313469,2.461538462,-0.284107805,0.030129249,NA,1.285714286,0.714285714,0.785714286,1.285714286,0,26,23:59,2,,3,9:00,2,,11:00,5,1:00,2,,3,10:00,2,,0,1,0,0,8,0,3,2,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,2,0,0,1,3,3,6,3,3,5,1,1,0,1,1,15,10,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,N/A,2,19,-0.033378806,0.260927752,-0.35668388,-0.434984678,-0.483192477,2.620154885,-0.333124656,0.927485023,818.1666667,,,,,5.483333333
3079,20,15,-0.203399931,0.316384099,-0.211508907,-0.032841579,0.501672189,2.692307692,0.305429479,1.07893094,NA,1.928571429,0.857142857,0.928571429,1.428571429,0.333333333,26,23:00,2,,2,9:30,2,,10:30,1,1:00,2,,2,10:00,5,,0,2,1,1,8,0,2,1,2,3,0,0,1,0,1,0,2,0,0,0,0,2,1,1,1,0,0,2,0,0,2,2,1,3,2,0,3,0,1,1,2,0,2,3,5,2,2,3,1,1,0,1,1,7,7,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,n/a,1,20,0.137031505,0.397533343,0.289162366,-0.017482453,0.409810242,2.441742501,0.186734999,0.236804687,,4,0.67566392,0.28,9.57142857,7
3080,20,10,-0.00282857,0.316384099,-0.534206291,-0.073550254,0.754879825,2.384615385,-0.480620232,-0.388993106,NA,1.214285714,0.428571429,0.928571429,0.714285714,0.333333333,27,23:00,3,,2,6:30,2,,7:30,1,0:00,2,,2,10:00,5,,4,1,0,0,7,0,2,1,3,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,2,2,6,1,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,Indian ,1,20,-0.608301617,-0.0513136,0.555099055,-0.687321188,-0.11438757,2.459493139,-1.112914138,0.697258245,220.1666667,,,,,4.566666667
3081,19,10,0.49859983,0.316384099,0.111188477,0.308724135,0.501672189,2.307692308,-0.67713266,1.039844973,NA,1.214285714,0.571428571,0.642857143,1.142857143,0.666666667,25,0:00,2,,2,8:30,2,,9:15,1,1:30,2,,2,10:00,4,,1,2,2,2,8,0,3,1,3,1,0,1,2,0,0,2,2,0,0,0,0,2,1,0,0,0,0,2,1,0,3,0,1,0,1,0,3,0,3,2,2,2,3,3,5,2,2,4,1,0,0,0,1,0,8.5,1,2,2,1,1,1,1,1,8,3,1,3,3,1,0,1,0,1,4,2,0,3,3,0,NA,NA,NA,NA,NA,NA,1,1,0,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,White,1,19,-0.560950464,-0.080586227,-0.371880262,-0.292758645,0.494559659,0.935659772,-0.24648138,0.467031466,501.3333333,4,0.47671547,0.28,36.4285714,6
3082,18,16,0.29802847,0.316384099,0.433885861,0.34943281,0.375068371,2.230769231,-0.873645088,0.475176549,NA,1.857142857,0.571428571,0.928571429,0.857142857,0.833333333,27,23:00,2,,3,7:00,2,,7:30,1,1:00,2,,3,10:30,5,,2,2,1,1,8,0,3,2,1,2,1,1,1,0,2,0,2,1,0,0,2,1,0,0,0,0,0,3,3,0,3,0,4,1,3,1,2,0,3,4,3,2,4,4,5,3,3,3,1,0,0,0,1,0,16,1,1,3,1,0,1,1,1,13,6,1,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,"White and white looking, but part Vietnamese (no one can tell)",1,18,NA,NA,NA,-0.040422136,0.599596969,2.506450601,0.879881205,-0.684102429,623.5,3.76648352,0.66630049,0.28,22.4285714,6.916666667
3083,20,9,0.39831415,0.722112545,-0.534206291,0.195406801,-0.004743083,2.461538462,-0.284107805,0.45229674,NA,1.5,0.428571429,0.714285714,0.857142857,0.5,29,1:00,2,,3,8:30,2,,9:15,1,3:00,5,,1,11:00,5,,2,1,2,2,8,30,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,6,2,3,4,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,8,5,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,N/A,1,20,-0.783456105,-0.402585121,-0.713798863,-0.843311031,-0.71902842,2.142311521,0.186734999,0.236804687,629.1666667,,,,,4
3084,19,21,0.79945687,1.127840992,-1.179601059,0.249232268,-0.1313469,1.846153846,-1.856207228,0.349545501,NA,1,0.571428571,0.571428571,1.428571429,0.5,32,1:00,3,,3,7:00,2,,7:35,1,3:00,2,,3,9:00,5,,3,2,3,3,6,30,3,2,1,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,3,0,4,0,4,2,0,0,0,0,3,4,4,4,4,4,3,2,4,5,1,0,1,0,1,8,3,0,3,3,1,0,1,1,1,3,5,0,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0,n/a,1,19,NA,0.895167998,1.679631342,0.166035009,0.258535953,0.240226951,0.100091723,0.006577908,698,,,,,7.666666667
3085,19,5,0.29802847,0.519248322,-0.534206291,0.094356834,0.375068371,2.769230769,0.501941907,0.961673038,NA,1.928571429,0.714285714,0.928571429,1.857142857,0.5,18,0:00,7,"Usually the time that I've finished doing everything including unwinding, showering, and homework.",1,8:00,2,,8:45,1,1:30,5,,1,9:30,5,,2,0,1,1,8,0,2,1,3,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,2,1,0,3,0,0,2,0,0,0,3,6,2,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,1,0,0,3,3,2,1,0,2,4,0,1,3,1,1,1,0,0,1,0,0,0,0,Puerto Rican,1,19,-0.487373691,-0.607493508,-0.577031422,0.25779374,0.648817112,2.620154885,0.186734999,0.236804687,678,,,,,8
3086,20,12,0.79945687,0.519248322,0.756583245,0.691762812,0.248464553,3,1.091479191,-0.674911887,NA,2.142857143,0.571428571,0.928571429,0.857142857,0.5,24,1:00,2,,2,9:00,2,,10:00,1,3:00,5,,1,12:00,5,,0,1,2,2,7,0,3,1,2,3,1,1,0,0,0,0,0,0,1,1,1,2,0,0,3,0,0,0,2,0,2,3,2,0,3,0,3,2,1,1,2,0,1,3,6,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,4,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,3,5,0,2,2,1,0,NA,2,3,0,0,1,0,1,1,0,0,0,1,0,0,0,South Asian,1,20,0.365794418,0.270685294,0.935008611,-0.292758645,0.522059269,2.192787598,-0.679697759,1.61816536,532.5,,,,,6
3087,19,20,-0.10311425,1.127840992,0.433885861,0.486204201,1.387898915,2.538461538,-0.087595377,0.413300682,NA,2.357142857,0.571428571,0.928571429,1.571428571,0.5,33,0:00,2,,2,9:00,2,,9:00,1,2:00,2,,1,10:30,2,,1,4,2,3,11,0,3,1,0,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,0,1,1,4,4,1,3,3,0,3,4,4,2,3,3,4,4,6,4,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,10,5,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,n/a,1,19,-0.100757805,-0.52943317,0.243573219,-0.843311031,0.987003384,0.470380986,-0.85298431,1.61816536,709.1666667,,,,,4
3088,20,13,-0.303685611,-0.697937016,0.433885861,-0.189245589,-0.1313469,2.615384615,0.108917051,0.922632026,NA,2.785714286,0.571428571,1,1.142857143,0.5,23,23:00,2,,3,8:30,2,,9:15,1,23:59,5,,3,10:00,5,,2,1,1,1,9,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,No,1,20,-0.15027138,-0.217191818,-0.56183504,-0.843311031,-1.255750524,1.950733893,1.486384135,-0.914329207,982.6666667,2.88235294,-0.8660254,0.12,17,4
3089,18,13,1.00002823,0.924976769,0.111188477,0.678731158,0.754879825,2.923076923,0.894966763,-0.027395736,NA,1.642857143,0.571428571,0.857142857,1.428571429,0.666666667,30,1:00,3,,3,8:00,2,,8:45,1,2:00,5,,3,12:00,5,,1,1,2,2,7,0,3,2,2,3,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,2,2,0,3,2,1,1,1,0,3,0,3,1,0,0,0,2,6,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,10,5,1,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,n/a,1,18,-0.169872498,-0.187919191,-0.204720057,0.00545723,1.331600437,NA,0.100091723,0.697258245,,3.25,-0.2184093,0.48,19.1666667,7.083333333
3090,20,11,-0.403971291,0.316384099,-1.179601059,-0.422396083,-0.384554536,2.923076923,0.894966763,0.767911983,NA,1.785714286,0.714285714,0.857142857,0.857142857,0.333333333,28,0:30,2,,3,8:10,2,,9:00,1,2:30,7,I have trouble falling asleep & that's when I'm tired enough to fall asleep with lower anxiety,3,10:30,5,,2,2,2,2,9,20,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,3,1,4,0,2,0,0,0,2,1,3,4,1,0,3,3,6,2,2,3,1,0,0,1,1,2,2,0,3,3,1,1,1,1,1,8,7,1,1,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,0,0,0,1,1,1,0,0,0,0,0,0,NA,1,20,-0.459134983,-0.197676734,-0.075550808,0.533069932,-0.277767293,NA,0.273378275,0.006577908,694.3333333,,,,,9
3091,20,18,1.50145663,1.127840992,0.433885861,1.021061161,1.134691279,2.461538462,-0.284107805,0.60413259,NA,1.714285714,0.857142857,0.928571429,2.142857143,0.333333333,19,23:30,5,,3,6:00,5,,9:30,1,1:00,2,,1,7:00,5,,2,4,2,2,10,0,3,2,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,3,2,0,0,3,0,3,0,4,2,4,3,3,4,6,2,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,0,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,No,2,20,1.131011005,NA,NA,0.25779374,2.34591625,1.997213025,0.879881205,-1.144555986,481.3333333,,,,,8
3092,20,19,-0.303685611,-0.29220857,-0.534206291,-0.376700157,-0.384554536,2.538461538,-0.087595377,0.887175427,NA,1.357142857,0.428571429,0.785714286,0.857142857,0.5,26,23:00,2,,2,7:30,1,,9:00,1,23:59,2,,1,8:30,5,,1,3,0,0,8,0,3,1,1,3,1,3,3,1,3,3,3,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,2,1,3,0,3,1,3,3,3,3,5,1,2,2,1,0,1,0,1,13,7,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,n/a,1,20,-0.501921024,-0.148889022,-0.083148999,-1.393863416,-2.196451907,2.435991251,0.706594654,0.236804687,589.3333333,3.5,-0.1650336,0.24,15.8333333,2
3093,19,13,0.29802847,0.722112545,0.433885861,0.484675625,-0.004743083,2.769230769,0.501941907,0.194660608,NA,1.5,0.857142857,0.785714286,1.857142857,0.5,20,2:00,2,,2,9:00,2,,9:30,1,2:00,2,,2,10:00,5,,0,1,2,1,8,0,2,1,2,4,1,0,0,0,1,0,2,0,0,0,1,0,0,0,3,0,0,1,2,0,2,0,2,0,2,0,3,3,0,2,3,2,2,3,6,3,3,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,0,15,2,0,1,2,1,0,0,1,0,4,1,0,3,3,0,NA,NA,NA,NA,NA,NA,2,0,NA,1,4,0,0,2,0,1,0,0,1,0,0,0,0,0,no,2,19,-0.307772765,NA,NA,0.97351184,1.329566136,2.779973706,0.36002155,0.467031466,392,3.07928949,0.1454114,0.36,24.4444444,10.6
3094,20,13,-0.10311425,-0.29220857,1.079280628,0.227985936,-0.257950718,2.769230769,0.501941907,2.183974911,NA,1.428571429,0.857142857,0.857142857,1.428571429,0.833333333,21,23:59,5,,1,9:00,2,,10:00,1,3:00,5,,1,12:00,5,,0,1,0,0,7,0,3,1,2,2,1,0,1,0,0,0,0,0,1,0,0,2,1,0,3,0,0,1,3,3,3,3,0,2,0,1,3,3,0,0,3,3,3,3,5,2,3,4,1,0,0,0,1,0,14,0,3,2,1,0,1,1,1,4,1.5,1,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,0,2,2,0,2,0,0,1,1,1,0,0,0,0,0,0,,2,20,0.114274258,NA,NA,-0.948833571,-1.013333721,1.854980227,0.36002155,-0.45387565,526.8333333,,,,,3.616666667
3095,20,6,-0.203399931,0.316384099,0.756583245,0.289855804,0.121860735,2.769230769,0.501941907,1.608883706,NA,2.428571429,0.714285714,0.928571429,1.857142857,0.5,24,1:00,2,,1,9:30,2,,12:00,1,2:00,5,,1,10:00,5,,2,1,1,2,7,0,2,1,3,3,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,4,0,0,2,2,0,1,1,6,2,4,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,0,15,5,0,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,0,2,3,0,0,0,0,1,1,1,0,0,1,0,0,0,n/a,1,20,0.022488342,-0.353797409,-0.653013334,-0.843311031,-0.476178621,1.992500647,-1.026270862,0.697258245,765.8333333,3.71428571,0.05941874,0.28,25.8571429,4
3096,19,19,2.10317071,1.330705215,1.401978012,1.611951312,0.248464553,2.538461538,-0.087595377,1.407963106,NA,1.571428571,0.428571429,0.857142857,0.857142857,0.666666667,21,23:00,4,,2,8:00,2,,10:00,1,1:00,7,done hanging with friends ,1,11:00,5,,2,3,2,2,7,59,3,2,1,2,1,2,2,0,1,0,2,0,0,0,1,1,1,1,2,0,0,0,1,2,3,2,1,3,1,0,2,2,3,2,2,1,3,3,6,2,2,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,10,6,3,3,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,0,NA,2,3,0,0,0,1,1,1,0,1,0,0,0,0,0,.,1,19,1.904471796,1.675771378,0.669071922,-0.159708486,1.560755998,1.9969293,0.273378275,0.006577908,547.8333333,,,,,6.483333333
3097,19,14,0.49859983,0.519248322,0.756583245,0.591477132,1.514502733,2.538461538,-0.087595377,0.609629607,NA,1.5,0.571428571,0.857142857,1.714285714,0.833333333,20,0:30,3,,2,9:00,2,,9:50,1,2:00,2,,2,11:00,5,,1,2,2,0,7,0,1,2,2,3,1,1,3,0,3,0,0,0,0,0,1,2,1,0,0,0,0,3,1,1,3,0,3,3,1,0,2,0,2,3,3,1,3,3,6,2,4,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,4,6,1,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,1,3,2,0,0,3,3,2,0,NA,1,2,1,0,0,1,1,1,1,0,0,0,0,0,0,N/A,1,19,-0.336154341,-0.109858853,-0.159130911,-0.081713565,1.94656404,3.248069894,1.226454308,-1.374782765,779.1666667,3.2,0.65579334,0.2,25.4,6.766666667
3098,19,16,0.79945687,0.316384099,-0.534206291,0.193878226,0.501672189,2.153846154,-1.070157516,0.040962258,NA,0.714285714,0.285714286,0.571428571,0.571428571,0.333333333,41,1:00,2,,3,8:15,2,,9:00,1,2:00,2,,2,9:30,5,,0,1,1,1,8,0,2,1,3,3,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,3,1,0,2,0,3,2,2,0,3,0,1,3,3,0,3,2,6,2,4,5,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,1,15,8,0,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,N/A,1,19,-0.288625429,-0.012283431,-0.250309204,-0.425808805,0.23527188,2.486184794,0.619951378,0.467031466,720.5,3.40178571,0.19230259,0.56,15.0714286,5.516666667
3099,19,9,0.69917119,0.316384099,-0.211508907,0.268015461,0.248464553,2.615384615,0.108917051,1.568286771,NA,1.785714286,0.714285714,0.785714286,1.857142857,0.166666667,30,1:00,2,,3,9:00,2,,9:50,1,2:00,2,,2,11:00,5,,1,1,2,2,7,30,3,2,2,2,1,0,0,0,1,0,2,0,0,0,2,1,1,1,3,1,0,1,3,1,3,0,1,0,1,0,3,1,1,3,3,3,3,3,5,3,3,4,1,0,1,0,0,8,0,0,3,3,1,0,1,1,0,5,0,0,2,2,1,0,1,0,0,8,0,0,3,3,0,NA,NA,NA,NA,NA,NA,4,1,0,2,4,0,0,0,0,1,1,1,0,0,0,0,0,1,Israeli ,2,19,0.129348431,0.407290886,0.099207588,-0.136768803,0.378670959,2.763849647,-1.112914138,-0.223648871,235.3333333,,,,,6.566666667
